;  LST file generated by mikroListExporter - v.2.0 
; Date/Time: 26/02/2016 17:42:36
;----------------------------------------------

;Address Opcode 	ASM
;__Lib_Lcd.c,152 :: 		
0x0650	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,155 :: 		
0x0651	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,156 :: 		
0x0652	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,157 :: 		
0x0653	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,159 :: 		
0x0654	0x1405      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,160 :: 		
0x0655	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,161 :: 		
0x0656	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,162 :: 		
0x0657	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,163 :: 		
0x0658	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,166 :: 		
0x0659	0x1005      	BCF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,167 :: 		
0x065A	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,168 :: 		
0x065B	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,169 :: 		
0x065C	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,171 :: 		
0x065D	0x1585      	BSF        LCD_D7, BitPos(LCD_D7+0)
;__Lib_Lcd.c,172 :: 		
0x065E	0x1505      	BSF        LCD_D6, BitPos(LCD_D6+0)
;__Lib_Lcd.c,173 :: 		
0x065F	0x1485      	BSF        LCD_D5, BitPos(LCD_D5+0)
;__Lib_Lcd.c,174 :: 		
0x0660	0x1405      	BSF        LCD_D4, BitPos(LCD_D4+0)
;__Lib_Lcd.c,175 :: 		
0x0661	0x1605      	BSF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,176 :: 		
0x0662	0x207B      	CALL       _Delay_1us
;__Lib_Lcd.c,177 :: 		
0x0663	0x1205      	BCF        LCD_EN, BitPos(LCD_EN+0)
;__Lib_Lcd.c,179 :: 		
0x0664	0x206E      	CALL       _Delay_5500us
;__Lib_Lcd.c,181 :: 		
0x0665	0x1683      	BSF        STATUS, 5
0x0666	0x1450      	BSF        __Lib_Lcd_cmd_status, BitPos(__Lib_Lcd_cmd_status+0)
;__Lib_Lcd.c,182 :: 		
L_end_Lcd_Init:
0x0667	0x0008      	RETURN
; end of _Lcd_Init
_UART1_Init:
;__Lib_UART_c67.c,2 :: 		
;__Lib_UART_c67.c,5 :: 		
0x0668	0x1683      	BSF        STATUS, 5
0x0669	0x1303      	BCF        STATUS, 6
0x066A	0x1698      	BSF        TXSTA, 5
;__Lib_UART_c67.c,6 :: 		
0x066B	0x3090      	MOVLW      144
0x066C	0x1283      	BCF        STATUS, 5
0x066D	0x0098      	MOVWF      RCSTA
;__Lib_UART_c67.c,7 :: 		
0x066E	0x1683      	BSF        STATUS, 5
0x066F	0x1787      	BSF        TRISC7_bit, 7
;__Lib_UART_c67.c,8 :: 		
0x0670	0x1307      	BCF        TRISC6_bit, 6
;__Lib_UART_c67.c,10 :: 		
L_UART1_Init0:
0x0671	0x1283      	BCF        STATUS, 5
0x0672	0x1E8C      	BTFSS      PIR1, 5
0x0673	0x2E77      	GOTO       L_UART1_Init1
;__Lib_UART_c67.c,11 :: 		
0x0674	0x081A      	MOVF       RCREG, 0
0x0675	0x00F0      	MOVWF      R0
0x0676	0x2E71      	GOTO       L_UART1_Init0
L_UART1_Init1:
;__Lib_UART_c67.c,12 :: 		
L_end_UART1_Init:
0x0677	0x0008      	RETURN
; end of _UART1_Init
_main:
0x0678	0x27BC      	CALL       1980
;pru blue.c,31 :: 		void main() {
;pru blue.c,38 :: 		OPTION_REG = 0x83;             // Set timer TMR0
0x0679	0x3083      	MOVLW      131
0x067A	0x1683      	BSF        STATUS, 5
0x067B	0x1303      	BCF        STATUS, 6
0x067C	0x0081      	MOVWF      OPTION_REG
;pru blue.c,39 :: 		TMR0 = 131;
0x067D	0x3083      	MOVLW      131
0x067E	0x1283      	BCF        STATUS, 5
0x067F	0x0081      	MOVWF      TMR0
;pru blue.c,40 :: 		INTCON = 0xA0;                 // Disable interrupt PEIE,INTE,RBIE,T0IE
0x0680	0x30A0      	MOVLW      160
0x0681	0x008B      	MOVWF      INTCON
;pru blue.c,41 :: 		PORTA = 0;                     // Turn off both displays
0x0682	0x0185      	CLRF       PORTA
;pru blue.c,42 :: 		TRISA = 0;                     // All port A pins are configured as outputs
0x0683	0x1683      	BSF        STATUS, 5
0x0684	0x0185      	CLRF       TRISA
;pru blue.c,43 :: 		PORTb = 0;                     // Turn off both displays
0x0685	0x1283      	BCF        STATUS, 5
0x0686	0x0186      	CLRF       PORTB
;pru blue.c,44 :: 		TRISb = 0;
0x0687	0x1683      	BSF        STATUS, 5
0x0688	0x0186      	CLRF       TRISB
;pru blue.c,45 :: 		C1ON_bit = 0;                       // Disable comparators
0x0689	0x1283      	BCF        STATUS, 5
0x068A	0x1703      	BSF        STATUS, 6
0x068B	0x1387      	BCF        C1ON_bit, 7
;pru blue.c,46 :: 		C2ON_bit = 0;
0x068C	0x1388      	BCF        C2ON_bit, 7
;pru blue.c,47 :: 		PWM1_Init(500);
0x068D	0x1303      	BCF        STATUS, 6
0x068E	0x1412      	BSF        T2CON, 0
0x068F	0x1492      	BSF        T2CON, 1
0x0690	0x30F9      	MOVLW      249
0x0691	0x1683      	BSF        STATUS, 5
0x0692	0x0092      	MOVWF      PR2
0x0693	0x2613      	CALL       _PWM1_Init
;pru blue.c,48 :: 		ANSEL = 0;
0x0694	0x1683      	BSF        STATUS, 5
0x0695	0x1703      	BSF        STATUS, 6
0x0696	0x0188      	CLRF       ANSEL
;pru blue.c,49 :: 		ANSELH = 0;
0x0697	0x0189      	CLRF       ANSELH
;pru blue.c,50 :: 		UART1_Init(19200);
0x0698	0x3019      	MOVLW      25
0x0699	0x1303      	BCF        STATUS, 6
0x069A	0x0099      	MOVWF      SPBRG
0x069B	0x1518      	BSF        TXSTA, 2
0x069C	0x2668      	CALL       _UART1_Init
;pru blue.c,51 :: 		Keypad_Init();                           // Initialize Keypad
0x069D	0x25BA      	CALL       _Keypad_Init
;pru blue.c,52 :: 		Lcd_Init();                              // Initialize Lcd
0x069E	0x2619      	CALL       _Lcd_Init
;pru blue.c,53 :: 		Lcd_Cmd(_LCD_CLEAR);                      // Clear display
0x069F	0x3001      	MOVLW      1
0x06A0	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x06A1	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,54 :: 		Lcd_Cmd(_LCD_CURSOR_OFF);                 // Cursor off
0x06A2	0x300C      	MOVLW      12
0x06A3	0x1683      	BSF        STATUS, 5
0x06A4	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x06A5	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,55 :: 		counter = 0;
0x06A6	0x1683      	BSF        STATUS, 5
0x06A7	0x01CD      	CLRF       _counter
0x06A8	0x01CE      	CLRF       _counter+1
;pru blue.c,56 :: 		segundos = 0;
0x06A9	0x1283      	BCF        STATUS, 5
0x06AA	0x01EE      	CLRF       _segundos
;pru blue.c,57 :: 		minutos = 0;
0x06AB	0x01EC      	CLRF       _minutos
;pru blue.c,58 :: 		horas = 0;
0x06AC	0x01EA      	CLRF       _horas
;pru blue.c,59 :: 		kp = 0;
0x06AD	0x01E9      	CLRF       _kp
;pru blue.c,63 :: 		do{
L_main97:
;pru blue.c,64 :: 		Lcd_Cmd(_LCD_CLEAR);
0x06AE	0x3001      	MOVLW      1
0x06AF	0x1683      	BSF        STATUS, 5
0x06B0	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x06B1	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,65 :: 		Lcd_Out(1, 1, "Hola ");
0x06B2	0x3001      	MOVLW      1
0x06B3	0x1683      	BSF        STATUS, 5
0x06B4	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x06B5	0x3001      	MOVLW      1
0x06B6	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x06B7	0x3043      	MOVLW      ?lstr1_pru_32blue
0x06B8	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x06B9	0x256D      	CALL       _Lcd_Out
;pru blue.c,66 :: 		Lcd_Out(2, 1, "Pres una tecla");
0x06BA	0x3002      	MOVLW      2
0x06BB	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x06BC	0x3001      	MOVLW      1
0x06BD	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x06BE	0x3056      	MOVLW      ?lstr2_pru_32blue
0x06BF	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x06C0	0x256D      	CALL       _Lcd_Out
;pru blue.c,67 :: 		do {
L_main100:
;pru blue.c,68 :: 		kp =Keypad_Key_Click();             // Store key code in kp variable
0x06C1	0x21CC      	CALL       _Keypad_Key_Click
0x06C2	0x0870      	MOVF       R0, 0
0x06C3	0x1283      	BCF        STATUS, 5
0x06C4	0x00E9      	MOVWF      _kp
;pru blue.c,69 :: 		if (UART1_Data_Ready()){
0x06C5	0x2291      	CALL       _UART1_Data_Ready
0x06C6	0x0870      	MOVF       R0, 0
0x06C7	0x1903      	BTFSC      STATUS, 2
0x06C8	0x2ECB      	GOTO       L_main103
;pru blue.c,70 :: 		kp = 1;
0x06C9	0x3001      	MOVLW      1
0x06CA	0x00E9      	MOVWF      _kp
;pru blue.c,71 :: 		}
L_main103:
;pru blue.c,72 :: 		}while (!kp);
0x06CB	0x0869      	MOVF       _kp, 0
0x06CC	0x1903      	BTFSC      STATUS, 2
0x06CD	0x2EC1      	GOTO       L_main100
;pru blue.c,74 :: 		Lcd_Cmd(_LCD_CLEAR);
0x06CE	0x3001      	MOVLW      1
0x06CF	0x1683      	BSF        STATUS, 5
0x06D0	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x06D1	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,75 :: 		Lcd_Out(1, 1, "Elija tamaño");
0x06D2	0x3001      	MOVLW      1
0x06D3	0x1683      	BSF        STATUS, 5
0x06D4	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x06D5	0x3001      	MOVLW      1
0x06D6	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x06D7	0x3049      	MOVLW      ?lstr3_pru_32blue
0x06D8	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x06D9	0x256D      	CALL       _Lcd_Out
;pru blue.c,76 :: 		delay();
0x06DA	0x223F      	CALL       _delay
;pru blue.c,77 :: 		tama = qtama ();
0x06DB	0x23D3      	CALL       _qtama
0x06DC	0x0870      	MOVF       R0, 0
0x06DD	0x1283      	BCF        STATUS, 5
0x06DE	0x00EB      	MOVWF      _tama
;pru blue.c,79 :: 		Lcd_Cmd(_LCD_CLEAR);
0x06DF	0x3001      	MOVLW      1
0x06E0	0x1683      	BSF        STATUS, 5
0x06E1	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x06E2	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,80 :: 		Lcd_Out(1, 1, "Cada cuanto");                 // Write message text on Lcd
0x06E3	0x3001      	MOVLW      1
0x06E4	0x1683      	BSF        STATUS, 5
0x06E5	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x06E6	0x3001      	MOVLW      1
0x06E7	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x06E8	0x30C1      	MOVLW      ?lstr4_pru_32blue
0x06E9	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x06EA	0x256D      	CALL       _Lcd_Out
;pru blue.c,81 :: 		Lcd_Out(2, 1, "alimentar mascot");
0x06EB	0x3002      	MOVLW      2
0x06EC	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x06ED	0x3001      	MOVLW      1
0x06EE	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x06EF	0x30A0      	MOVLW      ?lstr5_pru_32blue
0x06F0	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x06F1	0x256D      	CALL       _Lcd_Out
;pru blue.c,82 :: 		delay();
0x06F2	0x223F      	CALL       _delay
;pru blue.c,83 :: 		Lcd_Cmd(_LCD_CLEAR);
0x06F3	0x3001      	MOVLW      1
0x06F4	0x1683      	BSF        STATUS, 5
0x06F5	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x06F6	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,84 :: 		Lcd_Out(1, 1, "Numero de horas");                 // Write message text on Lcd
0x06F7	0x3001      	MOVLW      1
0x06F8	0x1683      	BSF        STATUS, 5
0x06F9	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x06FA	0x3001      	MOVLW      1
0x06FB	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x06FC	0x30B1      	MOVLW      ?lstr6_pru_32blue
0x06FD	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x06FE	0x256D      	CALL       _Lcd_Out
;pru blue.c,85 :: 		hora = ccalimentah ();
0x06FF	0x2298      	CALL       _ccalimentah
0x0700	0x0870      	MOVF       R0, 0
0x0701	0x1283      	BCF        STATUS, 5
0x0702	0x00ED      	MOVWF      _hora
;pru blue.c,86 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0703	0x3001      	MOVLW      1
0x0704	0x1683      	BSF        STATUS, 5
0x0705	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x0706	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,87 :: 		Lcd_Out(1, 1, " # de minutos");                 // Write message text on Lcd
0x0707	0x3001      	MOVLW      1
0x0708	0x1683      	BSF        STATUS, 5
0x0709	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x070A	0x3001      	MOVLW      1
0x070B	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x070C	0x3027      	MOVLW      ?lstr7_pru_32blue
0x070D	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x070E	0x256D      	CALL       _Lcd_Out
;pru blue.c,88 :: 		minuto = ccalimentam ();
0x070F	0x2425      	CALL       _ccalimentam
0x0710	0x0870      	MOVF       R0, 0
0x0711	0x1283      	BCF        STATUS, 5
0x0712	0x00E8      	MOVWF      _minuto
;pru blue.c,89 :: 		Lcd_Cmd(_LCD_CLEAR);
0x0713	0x3001      	MOVLW      1
0x0714	0x1683      	BSF        STATUS, 5
0x0715	0x00D8      	MOVWF      FARG_Lcd_Cmd_out_char
0x0716	0x20E9      	CALL       _Lcd_Cmd
;pru blue.c,90 :: 		Lcd_Out(1, 1, "# de segundos");                 // Write message text on Lcd
0x0717	0x3001      	MOVLW      1
0x0718	0x1683      	BSF        STATUS, 5
0x0719	0x00D1      	MOVWF      FARG_Lcd_Out_row
0x071A	0x3001      	MOVLW      1
0x071B	0x00D2      	MOVWF      FARG_Lcd_Out_column
0x071C	0x3035      	MOVLW      ?lstr8_pru_32blue
0x071D	0x00D3      	MOVWF      FARG_Lcd_Out_text
0x071E	0x256D      	CALL       _Lcd_Out
;pru blue.c,91 :: 		seg = ccalimentam ();
0x071F	0x2425      	CALL       _ccalimentam
0x0720	0x0870      	MOVF       R0, 0
0x0721	0x1283      	BCF        STATUS, 5
0x0722	0x00E5      	MOVWF      _seg
;pru blue.c,93 :: 		EEPROM_Write(0x01,tama);
0x0723	0x3001      	MOVLW      1
0x0724	0x1683      	BSF        STATUS, 5
0x0725	0x00D1      	MOVWF      FARG_EEPROM_Write_Address
0x0726	0x1283      	BCF        STATUS, 5
0x0727	0x086B      	MOVF       _tama, 0
0x0728	0x1683      	BSF        STATUS, 5
0x0729	0x00D2      	MOVWF      FARG_EEPROM_Write_data_
0x072A	0x254A      	CALL       _EEPROM_Write
;pru blue.c,94 :: 		EEPROM_Write(0x02,hora);
0x072B	0x3002      	MOVLW      2
0x072C	0x1303      	BCF        STATUS, 6
0x072D	0x00D1      	MOVWF      FARG_EEPROM_Write_Address
0x072E	0x1283      	BCF        STATUS, 5
0x072F	0x086D      	MOVF       _hora, 0
0x0730	0x1683      	BSF        STATUS, 5
0x0731	0x00D2      	MOVWF      FARG_EEPROM_Write_data_
0x0732	0x254A      	CALL       _EEPROM_Write
;pru blue.c,95 :: 		EEPROM_Write(0x03,minuto);
0x0733	0x3003      	MOVLW      3
0x0734	0x1303      	BCF        STATUS, 6
0x0735	0x00D1      	MOVWF      FARG_EEPROM_Write_Address
0x0736	0x1283      	BCF        STATUS, 5
0x0737	0x0868      	MOVF       _minuto, 0
0x0738	0x1683      	BSF        STATUS, 5
0x0739	0x00D2      	MOVWF      FARG_EEPROM_Write_data_
0x073A	0x254A      	CALL       _EEPROM_Write
;pru blue.c,96 :: 		EEPROM_Write(0x04,seg);
0x073B	0x3004      	MOVLW      4
0x073C	0x1303      	BCF        STATUS, 6
0x073D	0x00D1      	MOVWF      FARG_EEPROM_Write_Address
0x073E	0x1283      	BCF        STATUS, 5
0x073F	0x0865      	MOVF       _seg, 0
0x0740	0x1683      	BSF        STATUS, 5
0x0741	0x00D2      	MOVWF      FARG_EEPROM_Write_data_
0x0742	0x254A      	CALL       _EEPROM_Write
;pru blue.c,97 :: 		counter = 0;
0x0743	0x1303      	BCF        STATUS, 6
0x0744	0x01CD      	CLRF       _counter
0x0745	0x01CE      	CLRF       _counter+1
;pru blue.c,98 :: 		segundos = 0;
0x0746	0x1283      	BCF        STATUS, 5
0x0747	0x01EE      	CLRF       _segundos
;pru blue.c,99 :: 		minutos = 0;
0x0748	0x01EC      	CLRF       _minutos
;pru blue.c,100 :: 		horas = 0;
0x0749	0x01EA      	CLRF       _horas
;pru blue.c,101 :: 		}while (1);
0x074A	0x2EAE      	GOTO       L_main97
;pru blue.c,102 :: 		}
L_end_main:
0x074B	0x2F4B      	GOTO       $+0
; end of _main
0x07BC	0x3027      	MOVLW      39
0x07BD	0x0084      	MOVWF      FSR
0x07BE	0x303E      	MOVLW      62
0x07BF	0x1283      	BCF        STATUS, 5
0x07C0	0x1303      	BCF        STATUS, 6
0x07C1	0x00F0      	MOVWF      R0
0x07C2	0x3051      	MOVLW      81
0x07C3	0x00E6      	MOVWF      ___DoICPAddr
0x07C4	0x3007      	MOVLW      7
0x07C5	0x00E7      	MOVWF      103
0x07C6	0x25AE      	CALL       1454
0x07C7	0x30A0      	MOVLW      160
0x07C8	0x0084      	MOVWF      FSR
0x07C9	0x302D      	MOVLW      45
0x07CA	0x1303      	BCF        STATUS, 6
0x07CB	0x00F0      	MOVWF      R0
0x07CC	0x308F      	MOVLW      143
0x07CD	0x00E6      	MOVWF      ___DoICPAddr
0x07CE	0x3007      	MOVLW      7
0x07CF	0x00E7      	MOVWF      103
0x07D0	0x25AE      	CALL       1454
0x07D1	0x0008      	RETURN
;pru blue.c,0 :: ?ICS?lstr7_pru_32blue
0x0751	0x3420 ;?ICS?lstr7_pru_32blue+0
0x0752	0x3423 ;?ICS?lstr7_pru_32blue+1
0x0753	0x3420 ;?ICS?lstr7_pru_32blue+2
0x0754	0x3464 ;?ICS?lstr7_pru_32blue+3
0x0755	0x3465 ;?ICS?lstr7_pru_32blue+4
0x0756	0x3420 ;?ICS?lstr7_pru_32blue+5
0x0757	0x346D ;?ICS?lstr7_pru_32blue+6
0x0758	0x3469 ;?ICS?lstr7_pru_32blue+7
0x0759	0x346E ;?ICS?lstr7_pru_32blue+8
0x075A	0x3475 ;?ICS?lstr7_pru_32blue+9
0x075B	0x3474 ;?ICS?lstr7_pru_32blue+10
0x075C	0x346F ;?ICS?lstr7_pru_32blue+11
0x075D	0x3473 ;?ICS?lstr7_pru_32blue+12
0x075E	0x3400 ;?ICS?lstr7_pru_32blue+13
; end of ?ICS?lstr7_pru_32blue
;pru blue.c,0 :: ?ICS?lstr8_pru_32blue
0x075F	0x3423 ;?ICS?lstr8_pru_32blue+0
0x0760	0x3420 ;?ICS?lstr8_pru_32blue+1
0x0761	0x3464 ;?ICS?lstr8_pru_32blue+2
0x0762	0x3465 ;?ICS?lstr8_pru_32blue+3
0x0763	0x3420 ;?ICS?lstr8_pru_32blue+4
0x0764	0x3473 ;?ICS?lstr8_pru_32blue+5
0x0765	0x3465 ;?ICS?lstr8_pru_32blue+6
0x0766	0x3467 ;?ICS?lstr8_pru_32blue+7
0x0767	0x3475 ;?ICS?lstr8_pru_32blue+8
0x0768	0x346E ;?ICS?lstr8_pru_32blue+9
0x0769	0x3464 ;?ICS?lstr8_pru_32blue+10
0x076A	0x346F ;?ICS?lstr8_pru_32blue+11
0x076B	0x3473 ;?ICS?lstr8_pru_32blue+12
0x076C	0x3400 ;?ICS?lstr8_pru_32blue+13
; end of ?ICS?lstr8_pru_32blue
;pru blue.c,0 :: ?ICS?lstr1_pru_32blue
0x076D	0x3448 ;?ICS?lstr1_pru_32blue+0
0x076E	0x346F ;?ICS?lstr1_pru_32blue+1
0x076F	0x346C ;?ICS?lstr1_pru_32blue+2
0x0770	0x3461 ;?ICS?lstr1_pru_32blue+3
0x0771	0x3420 ;?ICS?lstr1_pru_32blue+4
0x0772	0x3400 ;?ICS?lstr1_pru_32blue+5
; end of ?ICS?lstr1_pru_32blue
;pru blue.c,0 :: ?ICS?lstr3_pru_32blue
0x0773	0x3445 ;?ICS?lstr3_pru_32blue+0
0x0774	0x346C ;?ICS?lstr3_pru_32blue+1
0x0775	0x3469 ;?ICS?lstr3_pru_32blue+2
0x0776	0x346A ;?ICS?lstr3_pru_32blue+3
0x0777	0x3461 ;?ICS?lstr3_pru_32blue+4
0x0778	0x3420 ;?ICS?lstr3_pru_32blue+5
0x0779	0x3474 ;?ICS?lstr3_pru_32blue+6
0x077A	0x3461 ;?ICS?lstr3_pru_32blue+7
0x077B	0x346D ;?ICS?lstr3_pru_32blue+8
0x077C	0x3461 ;?ICS?lstr3_pru_32blue+9
0x077D	0x34F1 ;?ICS?lstr3_pru_32blue+10
0x077E	0x346F ;?ICS?lstr3_pru_32blue+11
0x077F	0x3400 ;?ICS?lstr3_pru_32blue+12
; end of ?ICS?lstr3_pru_32blue
;pru blue.c,0 :: ?ICS?lstr2_pru_32blue
0x0780	0x3450 ;?ICS?lstr2_pru_32blue+0
0x0781	0x3472 ;?ICS?lstr2_pru_32blue+1
0x0782	0x3465 ;?ICS?lstr2_pru_32blue+2
0x0783	0x3473 ;?ICS?lstr2_pru_32blue+3
0x0784	0x3420 ;?ICS?lstr2_pru_32blue+4
0x0785	0x3475 ;?ICS?lstr2_pru_32blue+5
0x0786	0x346E ;?ICS?lstr2_pru_32blue+6
0x0787	0x3461 ;?ICS?lstr2_pru_32blue+7
0x0788	0x3420 ;?ICS?lstr2_pru_32blue+8
0x0789	0x3474 ;?ICS?lstr2_pru_32blue+9
0x078A	0x3465 ;?ICS?lstr2_pru_32blue+10
0x078B	0x3463 ;?ICS?lstr2_pru_32blue+11
0x078C	0x346C ;?ICS?lstr2_pru_32blue+12
0x078D	0x3461 ;?ICS?lstr2_pru_32blue+13
0x078E	0x3400 ;?ICS?lstr2_pru_32blue+14
; end of ?ICS?lstr2_pru_32blue
;pru blue.c,0 :: ?ICS?lstr5_pru_32blue
0x078F	0x3461 ;?ICS?lstr5_pru_32blue+0
0x0790	0x346C ;?ICS?lstr5_pru_32blue+1
0x0791	0x3469 ;?ICS?lstr5_pru_32blue+2
0x0792	0x346D ;?ICS?lstr5_pru_32blue+3
0x0793	0x3465 ;?ICS?lstr5_pru_32blue+4
0x0794	0x346E ;?ICS?lstr5_pru_32blue+5
0x0795	0x3474 ;?ICS?lstr5_pru_32blue+6
0x0796	0x3461 ;?ICS?lstr5_pru_32blue+7
0x0797	0x3472 ;?ICS?lstr5_pru_32blue+8
0x0798	0x3420 ;?ICS?lstr5_pru_32blue+9
0x0799	0x346D ;?ICS?lstr5_pru_32blue+10
0x079A	0x3461 ;?ICS?lstr5_pru_32blue+11
0x079B	0x3473 ;?ICS?lstr5_pru_32blue+12
0x079C	0x3463 ;?ICS?lstr5_pru_32blue+13
0x079D	0x346F ;?ICS?lstr5_pru_32blue+14
0x079E	0x3474 ;?ICS?lstr5_pru_32blue+15
0x079F	0x3400 ;?ICS?lstr5_pru_32blue+16
; end of ?ICS?lstr5_pru_32blue
;pru blue.c,0 :: ?ICS?lstr6_pru_32blue
0x07A0	0x344E ;?ICS?lstr6_pru_32blue+0
0x07A1	0x3475 ;?ICS?lstr6_pru_32blue+1
0x07A2	0x346D ;?ICS?lstr6_pru_32blue+2
0x07A3	0x3465 ;?ICS?lstr6_pru_32blue+3
0x07A4	0x3472 ;?ICS?lstr6_pru_32blue+4
0x07A5	0x346F ;?ICS?lstr6_pru_32blue+5
0x07A6	0x3420 ;?ICS?lstr6_pru_32blue+6
0x07A7	0x3464 ;?ICS?lstr6_pru_32blue+7
0x07A8	0x3465 ;?ICS?lstr6_pru_32blue+8
0x07A9	0x3420 ;?ICS?lstr6_pru_32blue+9
0x07AA	0x3468 ;?ICS?lstr6_pru_32blue+10
0x07AB	0x346F ;?ICS?lstr6_pru_32blue+11
0x07AC	0x3472 ;?ICS?lstr6_pru_32blue+12
0x07AD	0x3461 ;?ICS?lstr6_pru_32blue+13
0x07AE	0x3473 ;?ICS?lstr6_pru_32blue+14
0x07AF	0x3400 ;?ICS?lstr6_pru_32blue+15
; end of ?ICS?lstr6_pru_32blue
;pru blue.c,0 :: ?ICS?lstr4_pru_32blue
0x07B0	0x3443 ;?ICS?lstr4_pru_32blue+0
0x07B1	0x3461 ;?ICS?lstr4_pru_32blue+1
0x07B2	0x3464 ;?ICS?lstr4_pru_32blue+2
0x07B3	0x3461 ;?ICS?lstr4_pru_32blue+3
0x07B4	0x3420 ;?ICS?lstr4_pru_32blue+4
0x07B5	0x3463 ;?ICS?lstr4_pru_32blue+5
0x07B6	0x3475 ;?ICS?lstr4_pru_32blue+6
0x07B7	0x3461 ;?ICS?lstr4_pru_32blue+7
0x07B8	0x346E ;?ICS?lstr4_pru_32blue+8
0x07B9	0x3474 ;?ICS?lstr4_pru_32blue+9
0x07BA	0x346F ;?ICS?lstr4_pru_32blue+10
0x07BB	0x3400 ;?ICS?lstr4_pru_32blue+11
; end of ?ICS?lstr4_pru_32blue
Symbol List:
//** Routines locations **
//ADDRESS    SIZE    PROCEDURE
//----------------------------------------------
0x0004     [106]    _interrupt
0x006E      [13]    _Delay_5500us
0x007B       [3]    _Delay_1us
0x007E       [7]    _Delay_50us
0x0085       [8]    _Delay_10us
0x008D      [43]    _Mul_16x16_U
0x00B8      [49]    _Keypad_Key_Press
0x00E9      [94]    _Lcd_Cmd
0x0147       [7]    _____DoICP
0x014E       [8]    _PWM1_Start
0x0156     [118]    _teclado
0x01CC      [15]    _Keypad_Key_Click
0x01DB       [9]    _Lcd_Chr_CP
0x01E4      [25]    _Mul_8x8_U
0x01FD      [55]    _Lcd_Chr
0x0234      [11]    _UART1_Read
0x023F      [17]    _delay
0x0250      [57]    _PWM1_Set_Duty
0x0289       [8]    _PWM1_Stop
0x0291       [7]    _UART1_Data_Ready
0x0298     [315]    _ccalimentah
0x03D3      [82]    _qtama
0x0425     [293]    _ccalimentam
0x054A      [35]    _EEPROM_Write
0x056D      [65]    _Lcd_Out
0x05AE      [12]    ___CC2DW
0x05BA       [5]    _Keypad_Init
0x05BF      [84]    _alimentar
0x0613       [6]    _PWM1_Init
0x0619      [79]    _Lcd_Init
0x0668      [16]    _UART1_Init
0x0678     [211]    _main
//** Variables locations ** 
//ADDRESS    SIZE    VARIABLE
//----------------------------------------------
0x0000       [1]    INDF
0x0001       [1]    TMR0
0x0002       [1]    PCL
